match_id,over_id,ball_id,innings_no,team_batting,team_bowling,striker_batting_position,striker,non_striker,bowler
335987,1,1,1,1,2,1,1,2,14
335987,1,1,2,2,1,1,6,7,106
335987,1,2,1,1,2,2,2,1,14
335987,1,2,2,2,1,2,7,6,106
335987,1,3,1,1,2,2,2,1,14
335987,1,3,2,2,1,2,7,6,106
335987,1,4,1,1,2,2,2,1,14
335987,1,4,2,2,1,2,7,6,106
335987,1,5,1,1,2,2,2,1,14
335987,1,5,2,2,1,1,6,7,106
335987,1,6,1,1,2,2,2,1,14
335987,1,6,2,2,1,2,7,6,106
335987,1,7,1,1,2,2,2,1,14
335987,1,7,2,2,1,2,7,6,106
335987,2,1,1,1,2,2,2,1,15
335987,2,1,2,2,1,1,6,7,84
335987,2,2,1,1,2,2,2,1,15
335987,2,2,2,2,1,3,8,7,84
335987,2,3,1,1,2,2,2,1,15
335987,2,3,2,2,1,3,8,7,84
335987,2,4,1,1,2,2,2,1,15
335987,2,4,2,2,1,3,8,7,84
335987,2,5,1,1,2,2,2,1,15
335987,2,5,2,2,1,2,7,8,84
335987,2,6,1,1,2,2,2,1,15
335987,2,6,2,2,1,2,7,8,84
335987,3,1,1,1,2,1,1,2,14
335987,3,1,2,2,1,3,8,7,106
335987,3,2,1,1,2,1,1,2,14
335987,3,2,2,2,1,3,8,7,106
335987,3,3,1,1,2,1,1,2,14
335987,3,3,2,2,1,4,9,7,106
335987,3,4,1,1,2,2,2,1,14
335987,3,4,2,2,1,2,7,9,106
335987,3,5,1,1,2,2,2,1,14
335987,3,5,2,2,1,2,7,9,106
335987,3,6,1,1,2,1,1,2,14
335987,3,6,2,2,1,2,7,9,106
335987,3,7,2,2,1,2,7,9,106
335987,4,1,1,1,2,2,2,1,13
335987,4,1,2,2,1,2,7,9,84
335987,4,2,1,1,2,2,2,1,13
335987,4,2,2,2,1,2,7,9,84
335987,4,3,1,1,2,2,2,1,13
335987,4,3,2,2,1,4,9,7,84
335987,4,4,1,1,2,1,1,2,13
335987,4,4,2,2,1,4,9,7,84
335987,4,5,1,1,2,1,1,2,13
335987,4,5,2,2,1,2,7,9,84
335987,4,6,1,1,2,1,1,2,13
335987,4,6,2,2,1,2,7,9,84
335987,4,7,1,1,2,2,2,1,13
335987,5,1,1,1,2,1,1,2,14
335987,5,1,2,2,1,4,9,7,82
335987,5,2,1,1,2,1,1,2,14
335987,5,2,2,2,1,2,7,9,82
335987,5,3,1,1,2,2,2,1,14
335987,5,3,2,2,1,4,9,7,82
335987,5,4,1,1,2,2,2,1,14
335987,5,4,2,2,1,4,9,7,82
335987,5,5,1,1,2,2,2,1,14
335987,5,5,2,2,1,4,9,7,82
335987,5,6,1,1,2,1,1,2,14
335987,5,6,2,2,1,5,10,7,82
335987,6,1,1,1,2,2,2,1,15
335987,6,1,2,2,1,2,7,10,106
335987,6,2,1,1,2,1,1,2,15
335987,6,2,2,2,1,2,7,10,106
335987,6,3,1,1,2,3,3,2,15
335987,6,3,2,2,1,6,11,10,106
335987,6,4,1,1,2,3,3,2,15
335987,6,4,2,2,1,6,11,10,106
335987,6,5,1,1,2,3,3,2,15
335987,6,5,2,2,1,5,10,11,106
335987,6,6,1,1,2,3,3,2,15
335987,6,6,2,2,1,6,11,10,106
335987,7,1,1,1,2,2,2,3,13
335987,7,1,2,2,1,5,10,11,82
335987,7,2,1,1,2,3,3,2,13
335987,7,2,2,2,1,5,10,11,82
335987,7,3,1,1,2,2,2,3,13
335987,7,3,2,2,1,5,10,11,82
335987,7,4,1,1,2,3,3,2,13
335987,7,4,2,2,1,6,11,10,82
335987,7,5,1,1,2,3,3,2,13
335987,7,5,2,2,1,6,11,10,82
335987,7,6,1,1,2,2,2,3,13
335987,7,6,2,2,1,6,11,10,82
335987,7,7,2,2,1,6,11,10,82
335987,7,8,2,2,1,6,11,10,82
335987,8,1,1,1,2,2,2,3,15
335987,8,1,2,2,1,5,10,11,1
335987,8,2,1,1,2,2,2,3,15
335987,8,2,2,2,1,6,11,10,1
335987,8,3,1,1,2,3,3,2,15
335987,8,3,2,2,1,5,10,11,1
335987,8,4,1,1,2,2,2,3,15
335987,8,4,2,2,1,6,11,10,1
335987,8,5,1,1,2,3,3,2,15
335987,8,5,2,2,1,6,11,10,1
335987,8,6,1,1,2,2,2,3,15
335987,8,6,2,2,1,5,10,12,1
335987,9,1,1,1,2,2,2,3,9
335987,9,1,2,2,1,7,12,10,82
335987,9,2,1,1,2,2,2,3,9
335987,9,2,2,2,1,7,12,10,82
335987,9,3,1,1,2,2,2,3,9
335987,9,3,2,2,1,8,13,10,82
335987,9,4,1,1,2,2,2,3,9
335987,9,4,2,2,1,8,13,10,82
335987,9,5,1,1,2,3,3,2,9
335987,9,5,2,2,1,8,13,10,82
335987,9,6,1,1,2,2,2,3,9
